,video_id,commenter_channel_url,commenter_channel_id,commenter_channel_display_name,comment_id,comment_like_count,comment_publish_date,text,commenter_rating,comment_parent_id,collection_date,reply_count
1341,,http://www.youtube.com/channel/UCbuHFMHTStTMoq540OnLkkA,UCbuHFMHTStTMoq540OnLkkA,Ömer Tglc,UgxQ_ag7rSYmTdRqn7h4AaABAg.99nf8uYs0sZ99ng6rfnOOe,0,1591945152.0,Koray Birand Google da bakmaya başladığım an geldi cevap :) teşekkürler.,none,UgxQ_ag7rSYmTdRqn7h4AaABAg,2020-07-05 20:11:39.782523,
1342,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,UgxQ_ag7rSYmTdRqn7h4AaABAg.99nf8uYs0sZ99nfdNvIY-e,1,1591944902.0,Cevap basit. 8,none,UgxQ_ag7rSYmTdRqn7h4AaABAg,2020-07-05 20:11:39.782523,
1343,,http://www.youtube.com/channel/UChdifr_5xLwu67fltrlh7dg,UChdifr_5xLwu67fltrlh7dg,Fatih Kurut,Ugw0rTtBOHDhVrOiAd54AaABAg.99nf012Sdn799ngY4f7Aem,0,1591945375.0,"@Koray Birand çok teşekkürler hocam, lens odaklı araştırma yapmaya başlıyorum o halde 🤟🏻😊",none,Ugw0rTtBOHDhVrOiAd54AaABAg,2020-07-05 20:11:40.026522,
1344,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,Ugw0rTtBOHDhVrOiAd54AaABAg.99nf012Sdn799ngCkAhQNe,1,1591945200.0,Fatih Kurut siz aldığınız lenslere bakın cropa takılmayın.. haaa 24 mm bir canon lensi takacaksanız o zaman evet ama zaten 24 gorebilin diye 16 karşılığı var,none,Ugw0rTtBOHDhVrOiAd54AaABAg,2020-07-05 20:11:40.026522,
1345,,http://www.youtube.com/channel/UChdifr_5xLwu67fltrlh7dg,UChdifr_5xLwu67fltrlh7dg,Fatih Kurut,Ugw0rTtBOHDhVrOiAd54AaABAg.99nf012Sdn799nfoIDVFrA,0,1591944992.0,@Koray Birand Tek takıldığım nokta Crop sensör olması hocam 🤷🏼‍♂️,none,Ugw0rTtBOHDhVrOiAd54AaABAg,2020-07-05 20:11:40.026522,
1346,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,Ugw0rTtBOHDhVrOiAd54AaABAg.99nf012Sdn799nfDZTvbkn,1,1591944683.0,8 Bit... iyi dusun :),none,Ugw0rTtBOHDhVrOiAd54AaABAg,2020-07-05 20:11:40.026522,
1347,,http://www.youtube.com/channel/UCvFJm3pWi316pNIzAZ83Y3A,UCvFJm3pWi316pNIzAZ83Y3A,Sefa Durmus,Ugx2JHga--dZz4UXTJV4AaABAg.99nenXfGHTK99roUnKUCUR,0,1592083760.0,Koray Birand sagol koray abi arai bizi asar 😅🤣,none,Ugx2JHga--dZz4UXTJV4AaABAg,2020-07-05 20:11:40.234522,
1348,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,Ugx2JHga--dZz4UXTJV4AaABAg.99nenXfGHTK99nfIML_KpR,1,1591944722.0,ahaa Arai XD-4,none,Ugx2JHga--dZz4UXTJV4AaABAg,2020-07-05 20:11:40.234522,
1349,,http://www.youtube.com/channel/UC63O5ip8jEH13e-kP202MWw,UC63O5ip8jEH13e-kP202MWw,Tf13,Ugwgcw0jhJ4RJpUrlwV4AaABAg.99ne_rSSmF899tLezIfxer,0,1592135232.0,Yapıyor,none,Ugwgcw0jhJ4RJpUrlwV4AaABAg,2020-07-05 20:11:40.409534,
1350,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,UgxlS9OnprtGDVFhlFF4AaABAg.99neNyRUZSY99nfR32Tdee,1,1591944793.0,hersey fullrame demek degil.. Full fame icinde su denebilir eksigi yok mu ? var... Medium Format degil.,none,UgxlS9OnprtGDVFhlFF4AaABAg,2020-07-05 20:11:40.612336,
1351,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,Ugx9th--aO5Lifo6Dn14AaABAg.99neJg5Fpts99nfUO-vlML,1,1591944820.0,Not aldim,none,Ugx9th--aO5Lifo6Dn14AaABAg,2020-07-05 20:11:40.830429,
1352,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,UgxFEeI46EY-Ce9R9Vd4AaABAg.99ne6QLbBm199neHnwIlec,1,1591944193.0,Kask var eldiven var. Bu dizlik sırtlık falan bir tek bizim ülkeye özel bir durum.,none,UgxFEeI46EY-Ce9R9Vd4AaABAg,2020-07-05 20:11:41.038440,
1353,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,UgyHhFp6_J7uEyIEOW54AaABAg.99ndp0HPgFd99ng-TynQTZ,1,1591945091.0,Not aldım... R5 gelsin bakarız daha ürün yok ortada ama fiyatu bunun 2 katı,none,UgyHhFp6_J7uEyIEOW54AaABAg,2020-07-05 20:11:41.270475,
1354,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,Ugz9VGzfbjsGduZfEvx4AaABAg.99ndfh0U_t099ne5Uh0WBM,0,1591944092.0,Eos R5 yok piyasada o yüzden birşey demek zor,none,Ugz9VGzfbjsGduZfEvx4AaABAg,2020-07-05 20:11:41.457713,
1355,,http://www.youtube.com/channel/UCr9QMCvOLRRZqSbD4MHXk4g,UCr9QMCvOLRRZqSbD4MHXk4g,talhasimsirart,Ugw9Lq-9z0hfaDiebph4AaABAg.99ndWvVjUmH9AHNdUEcs2c,0,1592975129.0,"@theoyioyi Video çekimlerimi yapıyorum, klip, hikaye vs",none,Ugw9Lq-9z0hfaDiebph4AaABAg,2020-07-05 20:11:41.644538,
1356,,http://www.youtube.com/channel/UCRXKFqrj0RPCDa4T0ndMXrQ,UCRXKFqrj0RPCDa4T0ndMXrQ,theoyioyi,Ugw9Lq-9z0hfaDiebph4AaABAg.99ndWvVjUmH99niLl7kGLX,0,1591946322.0,30 mm ıle ne cekıyorsun ??,none,Ugw9Lq-9z0hfaDiebph4AaABAg,2020-07-05 20:11:41.644538,
1357,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,UgzhD9i2R08TQHikMxN4AaABAg.99ndEVuASPH99ndM4Sdxmx,1,1591943704.0,Planlarim arasinda.,none,UgzhD9i2R08TQHikMxN4AaABAg,2020-07-05 20:11:41.819519,
1358,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,Ugx2XhrEMdWm1qGxY_J4AaABAg.99ncj-TBWsp99ndRAF1n1M,0,1591943745.0,Valla bana cok iyi geldi. :),none,Ugx2XhrEMdWm1qGxY_J4AaABAg,2020-07-05 20:11:42.084662,
1359,,http://www.youtube.com/channel/UC6G2RAbN8vCAc0JoqhqhphA,UC6G2RAbN8vCAc0JoqhqhphA,erol sekeroglu,Ugx-dlTopJqhqsq1t1p4AaABAg.99ncaNHmXtf99rYNMJtPzk,0,1592074786.0,bu arada malatya da asya ve avrupanın en büyük fotoğraf makinası müzesi varmış biliyor muydunuz?,none,Ugx-dlTopJqhqsq1t1p4AaABAg,2020-07-05 20:11:42.257435,
1360,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,UgxI3Kq7Ch43fjn3cut4AaABAg.99nc0KDhZyU99ncixenJVk,0,1591943375.0,Ahaaah haaaa haaaaa,none,UgxI3Kq7Ch43fjn3cut4AaABAg,2020-07-05 20:11:42.437450,
1361,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,UgyG2xxCWN0O4QoFafx4AaABAg.99nbuJDPID999nckzi9pDG,1,1591943392.0,Yalan yok test etmedim,none,UgyG2xxCWN0O4QoFafx4AaABAg,2020-07-05 20:11:42.651185,
1362,,http://www.youtube.com/channel/UCdTFKhZuOBWjetLrcIMXDSA,UCdTFKhZuOBWjetLrcIMXDSA,Demir Güler,UgzlP6lmRdsFpFV-fj54AaABAg.99nbU_yyiKf99ouEeJiHrh,0,1591986110.0,Koray Birand beni karantinalaştırılmak mekanikleştirdi be abim...,none,UgzlP6lmRdsFpFV-fj54AaABAg,2020-07-05 20:11:42.829510,
1363,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,UgzlP6lmRdsFpFV-fj54AaABAg.99nbU_yyiKf99ncpRtTEVN,1,1591943428.0,Ooo iyice mekanik olmussun.. O sallantilar isin tuhu be Demir..,none,UgzlP6lmRdsFpFV-fj54AaABAg,2020-07-05 20:11:42.829510,
1364,,http://www.youtube.com/channel/UC8GX0Qq2ZXQdxIrvQgtunAw,UC8GX0Qq2ZXQdxIrvQgtunAw,Bilmemen Ayıp - Sinema,Ugzwv1NG8yZeyzvw5oF4AaABAg.99nbIOchuIk99nhJwRlGqg,0,1591945783.0,"@Koray Birand  sektöre yapılan işler için şu söylediğini bi araştırayım. ama bizim kanalda mesela matrix videosu yapıyoruz, direkt hazır lutu çakıp geçiyorum. üzgünüm ama bunu yapıyorum  :) ilgin için teşekkürler.  kolay gelsin",none,Ugzwv1NG8yZeyzvw5oF4AaABAg,2020-07-05 20:11:43.034506,
1365,,http://www.youtube.com/channel/UCKexPzIpGjE3ynXtbqWVs0A,UCKexPzIpGjE3ynXtbqWVs0A,Koray Birand,Ugzwv1NG8yZeyzvw5oF4AaABAg.99nbIOchuIk99nd7E_eosr,1,1591943582.0,Lut daha fazla var dedin ve beni kalbimden yaraladin. Kendi rengini yapman o kadar kolayken baskalarinin lutlarini kullanma bak bu video da tum renkler premiere de yapildi. Fujinin Flod dan BT709 lutu atildi uzerine iki ucu ton renk yapildi.,none,Ugzwv1NG8yZeyzvw5oF4AaABAg,2020-07-05 20:11:43.034506,
1366,,http://www.youtube.com/channel/UCuYhCcIbBV6GjT45YIHY9dg,UCuYhCcIbBV6GjT45YIHY9dg,Umut Kılıç,UgyLz8iOaeIiEdaVsfR4AaABAg.99nb4sMPyo-99ocwfypFE9,0,1591977042.0,@Koray Birand şakasına söyledim abi. Çok sağol. Atarım Instagram'da parkur koordinatlarını.,none,UgyLz8iOaeIiEdaVsfR4AaABAg,2020-07-05 20:11:43.218506,
